2023-09-11 17:59:05 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:10 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:11 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:16 || Error || Core.Services.RedisServices || Timeout awaiting response (outbound=0KiB, inbound=0KiB, 5375ms elapsed, timeout is 5000ms), command=LRANGE, next: SELECT, inst: 0, qu: 0, qs: 2, aw: False, bw: Inactive, rs: ReadAsync, ws: Idle, in: 0, in-pipe: 0, out-pipe: 0, last-in: 2, cur-in: 0, sync-ops: 0, async-ops: 322, serverEndpoint: 127.0.0.1:6379, conn-sec: 39.59, aoc: 1, mc: 1/1/0, mgr: 10 of 10 available, clientName: LAPTOP-D3LE0BKI(SE.Redis-v2.6.122.38350), IOCP: (Busy=0,Free=1000,Min=16,Max=1000), WORKER: (Busy=1,Free=32766,Min=16,Max=32767), POOL: (Threads=12,QueuedItems=0,CompletedItems=785,Timers=3), v: 2.6.122.38350 (Please take a look at this article for some common client-side issues that can cause timeouts: https://stackexchange.github.io/StackExchange.Redis/Timeouts) ||  || end 
2023-09-11 17:59:22 || Error || Core.Services.RedisServices || Timeout awaiting response (outbound=0KiB, inbound=0KiB, 5906ms elapsed, timeout is 5000ms), command=LRANGE, next: SELECT, inst: 0, qu: 0, qs: 3, aw: False, bw: Inactive, rs: ReadAsync, ws: Idle, in: 0, in-pipe: 0, out-pipe: 0, last-in: 2, cur-in: 0, sync-ops: 0, async-ops: 323, serverEndpoint: 127.0.0.1:6379, conn-sec: 45.57, aoc: 1, mc: 1/1/0, mgr: 10 of 10 available, clientName: LAPTOP-D3LE0BKI(SE.Redis-v2.6.122.38350), IOCP: (Busy=0,Free=1000,Min=16,Max=1000), WORKER: (Busy=1,Free=32766,Min=16,Max=32767), POOL: (Threads=12,QueuedItems=0,CompletedItems=800,Timers=3), v: 2.6.122.38350 (Please take a look at this article for some common client-side issues that can cause timeouts: https://stackexchange.github.io/StackExchange.Redis/Timeouts) ||  || end 
2023-09-11 17:59:28 || Error || Core.Services.RedisServices || Timeout awaiting response (outbound=0KiB, inbound=0KiB, 5969ms elapsed, timeout is 5000ms), command=LRANGE, next: SELECT, inst: 0, qu: 0, qs: 4, aw: False, bw: Inactive, rs: ReadAsync, ws: Idle, in: 0, in-pipe: 0, out-pipe: 0, last-in: 2, cur-in: 0, sync-ops: 0, async-ops: 324, serverEndpoint: 127.0.0.1:6379, conn-sec: 51.57, aoc: 1, mc: 1/1/0, mgr: 10 of 10 available, clientName: LAPTOP-D3LE0BKI(SE.Redis-v2.6.122.38350), IOCP: (Busy=0,Free=1000,Min=16,Max=1000), WORKER: (Busy=1,Free=32766,Min=16,Max=32767), POOL: (Threads=11,QueuedItems=0,CompletedItems=807,Timers=3), v: 2.6.122.38350 (Please take a look at this article for some common client-side issues that can cause timeouts: https://stackexchange.github.io/StackExchange.Redis/Timeouts) ||  || end 
2023-09-11 17:59:34 || Error || Core.Services.RedisServices || Timeout awaiting response (outbound=0KiB, inbound=0KiB, 5969ms elapsed, timeout is 5000ms), command=LRANGE, next: SELECT, inst: 0, qu: 0, qs: 5, aw: False, bw: Inactive, rs: ReadAsync, ws: Idle, in: 0, in-pipe: 0, out-pipe: 0, last-in: 2, cur-in: 0, sync-ops: 0, async-ops: 325, serverEndpoint: 127.0.0.1:6379, conn-sec: 57.57, aoc: 1, mc: 1/1/0, mgr: 10 of 10 available, clientName: LAPTOP-D3LE0BKI(SE.Redis-v2.6.122.38350), IOCP: (Busy=0,Free=1000,Min=16,Max=1000), WORKER: (Busy=1,Free=32766,Min=16,Max=32767), POOL: (Threads=9,QueuedItems=0,CompletedItems=814,Timers=3), v: 2.6.122.38350 (Please take a look at this article for some common client-side issues that can cause timeouts: https://stackexchange.github.io/StackExchange.Redis/Timeouts) ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || TimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:37 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
2023-09-11 17:59:38 || Error || Core.Services.RedisServices || NotTimingSiteInfoWriteDBAsync:暂无数据 ||  || end 
